place,scope,year,kind,hour,crashes,hour_unknown
Los Alamos County,county,2016,vru,23,0,0
Los Alamos County,county,2016,dwi_arrests,0,0,14
Los Alamos County,county,2016,dwi_arrests,1,10,14
Los Alamos County,county,2016,dwi_arrests,2,2,14
Los Alamos County,county,2016,dwi_arrests,3,2,14
Los Alamos County,county,2016,dwi_arrests,4,3,14
Los Alamos County,county,2016,dwi_arrests,5,1,14
Los Alamos County,county,2016,dwi_arrests,6,1,14
Los Alamos County,county,2016,dwi_arrests,7,1,14
Los Alamos County,county,2016,dwi_arrests,8,1,14
Los Alamos County,county,2016,dwi_arrests,9,0,14
Los Alamos County,county,2016,dwi_arrests,10,0,14
Los Alamos County,county,2016,dwi_arrests,11,0,14
Los Alamos County,county,2016,dwi_arrests,12,2,14
Los Alamos County,county,2016,dwi_arrests,13,1,14
Los Alamos County,county,2016,dwi_arrests,14,1,14
Los Alamos County,county,2016,dwi_arrests,15,1,14
Los Alamos County,county,2016,dwi_arrests,16,1,14
Los Alamos County,county,2016,dwi_arrests,17,3,14
Los Alamos County,county,2016,dwi_arrests,18,3,14
Los Alamos County,county,2016,dwi_arrests,19,2,14
Los Alamos County,county,2016,dwi_arrests,20,4,14
Los Alamos County,county,2016,dwi_arrests,21,10,14
Los Alamos County,county,2016,dwi_arrests,22,7,14
Los Alamos County,county,2016,dwi_arrests,23,8,14
Los Alamos County,county,2019,all,0,1,0
Los Alamos County,county,2019,all,1,0,0
Los Alamos County,county,2019,all,2,1,0
Los Alamos County,county,2019,all,3,2,0
Los Alamos County,county,2019,all,4,0,0
Los Alamos County,county,2019,all,5,0,0
Los Alamos County,county,2019,all,6,6,0
Los Alamos County,county,2019,all,7,16,0
Los Alamos County,county,2019,all,8,9,0
Los Alamos County,county,2019,all,9,10,0
Los Alamos County,county,2019,all,10,4,0
Los Alamos County,county,2019,all,11,10,0
Los Alamos County,county,2019,all,12,8,0
Los Alamos County,county,2019,all,13,5,0
Los Alamos County,county,2019,all,14,8,0
Los Alamos County,county,2019,all,15,9,0
Los Alamos County,county,2019,all,16,11,0
Los Alamos County,county,2019,all,17,13,0
Los Alamos County,county,2019,all,18,9,0
Los Alamos County,county,2019,all,19,6,0
Los Alamos County,county,2019,all,20,4,0
Los Alamos County,county,2019,all,21,2,0
Los Alamos County,county,2019,all,22,0,0
Los Alamos County,county,2019,all,23,2,0
Los Alamos County,county,2019,alcohol,0,0,0
Los Alamos County,county,2019,alcohol,1,0,0
Los Alamos County,county,2019,alcohol,2,1,0
Los Alamos County,county,2019,alcohol,3,0,0
Los Alamos County,county,2019,alcohol,4,0,0
Los Alamos County,county,2019,alcohol,5,0,0
Los Alamos County,county,2019,alcohol,6,0,0
Los Alamos County,county,2019,alcohol,7,0,0
Los Alamos County,county,2019,alcohol,8,0,0
Los Alamos County,county,2019,alcohol,9,0,0
Los Alamos County,county,2019,alcohol,10,0,0
Los Alamos County,county,2019,alcohol,11,0,0
Los Alamos County,county,2019,alcohol,12,0,0
Los Alamos County,county,2019,alcohol,13,1,0
Los Alamos County,county,2019,alcohol,14,1,0
Los Alamos County,county,2019,alcohol,15,1,0
Los Alamos County,county,2019,alcohol,16,0,0
Los Alamos County,county,2019,alcohol,17,1,0
Los Alamos County,county,2019,alcohol,18,0,0
Los Alamos County,county,2019,alcohol,19,0,0
Los Alamos County,county,2019,alcohol,20,0,0
Los Alamos County,county,2019,alcohol,21,1,0
Los Alamos County,county,2019,alcohol,22,0,0
Los Alamos County,county,2019,alcohol,23,1,0
Los Alamos County,county,2019,injury_or_fatal,0,1,0
Los Alamos County,county,2019,injury_or_fatal,1,0,0
Los Alamos County,county,2019,injury_or_fatal,2,0,0
Los Alamos County,county,2019,injury_or_fatal,3,2,0
Los Alamos County,county,2019,injury_or_fatal,4,0,0
Los Alamos County,county,2019,injury_or_fatal,5,0,0
Los Alamos County,county,2019,injury_or_fatal,6,0,0
Los Alamos County,county,2019,injury_or_fatal,7,7,0
Los Alamos County,county,2019,injury_or_fatal,8,3,0
Los Alamos County,county,2019,injury_or_fatal,9,1,0
Los Alamos County,county,2019,injury_or_fatal,10,1,0
Los Alamos County,county,2019,injury_or_fatal,11,2,0
Los Alamos County,county,2019,injury_or_fatal,12,4,0
Los Alamos County,county,2019,injury_or_fatal,13,4,0
Los Alamos County,county,2019,injury_or_fatal,14,1,0
Los Alamos County,county,2019,injury_or_fatal,15,3,0
Los Alamos County,county,2019,injury_or_fatal,16,4,0
Los Alamos County,county,2019,injury_or_fatal,17,4,0
Los Alamos County,county,2019,injury_or_fatal,18,5,0
Los Alamos County,county,2019,injury_or_fatal,19,1,0
Los Alamos County,county,2019,injury_or_fatal,20,0,0
Los Alamos County,county,2019,injury_or_fatal,21,1,0
Los Alamos County,county,2019,injury_or_fatal,22,0,0
Los Alamos County,county,2019,injury_or_fatal,23,1,0
Los Alamos County,county,2019,vru,0,0,0
Los Alamos County,county,2019,vru,1,0,0
Los Alamos County,county,2019,vru,2,0,0
Los Alamos County,county,2019,vru,3,0,0
Los Alamos County,county,2019,vru,4,0,0
Los Alamos County,county,2019,vru,5,0,0
Los Alamos County,county,2019,vru,6,0,0
Los Alamos County,county,2019,vru,7,1,0
Los Alamos County,county,2019,vru,8,0,0
Los Alamos County,county,2019,vru,9,0,0
Los Alamos County,county,2019,vru,10,0,0
Los Alamos County,county,2019,vru,11,0,0
Los Alamos County,county,2019,vru,12,0,0
Los Alamos County,county,2019,vru,13,0,0
Los Alamos County,county,2019,vru,14,0,0
Los Alamos County,county,2019,vru,15,0,0
Los Alamos County,county,2019,vru,16,1,0
Los Alamos County,county,2019,vru,17,1,0
Los Alamos County,county,2019,vru,18,1,0
Los Alamos County,county,2019,vru,19,0,0
Los Alamos County,county,2019,vru,20,0,0
Los Alamos County,county,2019,vru,21,0,0
Los Alamos County,county,2019,vru,22,0,0
Los Alamos County,county,2019,vru,23,0,0
Los Alamos County,county,2019,dwi_arrests,0,1,1
Los Alamos County,county,2019,dwi_arrests,1,2,1
Los Alamos County,county,2019,dwi_arrests,2,0,1
Los Alamos County,county,2019,dwi_arrests,3,1,1
Los Alamos County,county,2019,dwi_arrests,4,0,1
Los Alamos County,county,2019,dwi_arrests,5,0,1
Los Alamos County,county,2019,dwi_arrests,6,0,1
Los Alamos County,county,2019,dwi_arrests,7,0,1
Los Alamos County,county,2019,dwi_arrests,8,0,1
Los Alamos County,county,2019,dwi_arrests,9,2,1
Los Alamos County,county,2019,dwi_arrests,10,0,1
Los Alamos County,county,2019,dwi_arrests,11,0,1
Los Alamos County,county,2019,dwi_arrests,12,0,1
Los Alamos County,county,2019,dwi_arrests,13,1,1
Los Alamos County,county,2019,dwi_arrests,14,0,1
Los Alamos County,county,2019,dwi_arrests,15,1,1
Los Alamos County,county,2019,dwi_arrests,16,1,1
Los Alamos County,county,2019,dwi_arrests,17,0,1
Los Alamos County,county,2019,dwi_arrests,18,1,1
Los Alamos County,county,2019,dwi_arrests,19,0,1
Los Alamos County,county,2019,dwi_arrests,20,1,1
Los Alamos County,county,2019,dwi_arrests,21,1,1
Los Alamos County,county,2019,dwi_arrests,22,3,1
Los Alamos County,county,2019,dwi_arrests,23,2,1
Los Alamos County,county,2020,all,0,1,0
Los Alamos County,county,2020,all,1,3,0
Los Alamos County,county,2020,all,2,0,0
Los Alamos County,county,2020,all,3,1,0
Los Alamos County,county,2020,all,4,0,0
Los Alamos County,county,2020,all,5,0,0
Los Alamos County,county,2020,all,6,7,0
Los Alamos County,county,2020,all,7,19,0
Los Alamos County,county,2020,all,8,4,0
Los Alamos County,county,2020,all,9,8,0
Los Alamos County,county,2020,all,10,7,0
Los Alamos County,county,2020,all,11,1,0
Los Alamos County,county,2020,all,12,7,0
Los Alamos County,county,2020,all,13,8,0
Los Alamos County,county,2020,all,14,1,0
Los Alamos County,county,2020,all,15,11,0
Los Alamos County,county,2020,all,16,6,0
Los Alamos County,county,2020,all,17,12,0
Los Alamos County,county,2020,all,18,3,0
Los Alamos County,county,2020,all,19,2,0
Los Alamos County,county,2020,all,20,3,0
Los Alamos County,county,2020,all,21,3,0
Los Alamos County,county,2020,all,22,5,0
Los Alamos County,county,2020,all,23,0,0
Los Alamos County,county,2020,alcohol,0,0,0
Los Alamos County,county,2020,alcohol,1,2,0
Los Alamos County,county,2020,alcohol,2,0,0
Los Alamos County,county,2020,alcohol,3,1,0
Los Alamos County,county,2020,alcohol,4,0,0
Los Alamos County,county,2020,alcohol,5,0,0
Los Alamos County,county,2020,alcohol,6,0,0
Los Alamos County,county,2020,alcohol,7,0,0
Los Alamos County,county,2020,alcohol,8,0,0
Los Alamos County,county,2020,alcohol,9,0,0
Los Alamos County,county,2020,alcohol,10,1,0
Los Alamos County,county,2020,alcohol,11,0,0
Los Alamos County,county,2020,alcohol,12,0,0
Los Alamos County,county,2020,alcohol,13,0,0
Los Alamos County,county,2020,alcohol,14,0,0
Los Alamos County,county,2020,alcohol,15,0,0
Los Alamos County,county,2020,alcohol,16,0,0
Los Alamos County,county,2020,alcohol,17,0,0
Los Alamos County,county,2020,alcohol,18,0,0
Los Alamos County,county,2020,alcohol,19,1,0
Los Alamos County,county,2020,alcohol,20,0,0
Los Alamos County,county,2020,alcohol,21,0,0
Los Alamos County,county,2020,alcohol,22,0,0
Los Alamos County,county,2020,alcohol,23,0,0
Los Alamos County,county,2020,injury_or_fatal,0,0,0
Los Alamos County,county,2020,injury_or_fatal,1,1,0
Los Alamos County,county,2020,injury_or_fatal,2,0,0
Los Alamos County,county,2020,injury_or_fatal,3,0,0
Los Alamos County,county,2020,injury_or_fatal,4,0,0
Los Alamos County,county,2020,injury_or_fatal,5,0,0
Los Alamos County,county,2020,injury_or_fatal,6,1,0
Los Alamos County,county,2020,injury_or_fatal,7,5,0
Los Alamos County,county,2020,injury_or_fatal,8,1,0
Los Alamos County,county,2020,injury_or_fatal,9,2,0
Los Alamos County,county,2020,injury_or_fatal,10,1,0
Los Alamos County,county,2020,injury_or_fatal,11,1,0
Los Alamos County,county,2020,injury_or_fatal,12,3,0
Los Alamos County,county,2020,injury_or_fatal,13,3,0
Los Alamos County,county,2020,injury_or_fatal,14,0,0
Los Alamos County,county,2020,injury_or_fatal,15,1,0
Los Alamos County,county,2020,injury_or_fatal,16,1,0
Los Alamos County,county,2020,injury_or_fatal,17,4,0
Los Alamos County,county,2020,injury_or_fatal,18,2,0
Los Alamos County,county,2020,injury_or_fatal,19,0,0
Los Alamos County,county,2020,injury_or_fatal,20,0,0
Los Alamos County,county,2020,injury_or_fatal,21,3,0
Los Alamos County,county,2020,injury_or_fatal,22,1,0
Los Alamos County,county,2020,injury_or_fatal,23,0,0
Los Alamos County,county,2020,vru,0,0,0
Los Alamos County,county,2020,vru,1,0,0
Los Alamos County,county,2020,vru,2,0,0
Los Alamos County,county,2020,vru,3,0,0
Los Alamos County,county,2020,vru,4,0,0
Los Alamos County,county,2020,vru,5,0,0
Los Alamos County,county,2020,vru,6,0,0
Los Alamos County,county,2020,vru,7,2,0
Los Alamos County,county,2020,vru,8,0,0
Los Alamos County,county,2020,vru,9,0,0
Los Alamos County,county,2020,vru,10,0,0
Los Alamos County,county,2020,vru,11,0,0
Los Alamos County,county,2020,vru,12,0,0
Los Alamos County,county,2020,vru,13,0,0
Los Alamos County,county,2020,vru,14,0,0
Los Alamos County,county,2020,vru,15,0,0
Los Alamos County,county,2020,vru,16,0,0
Los Alamos County,county,2020,vru,17,0,0
Los Alamos County,county,2020,vru,18,0,0
Los Alamos County,county,2020,vru,19,0,0
Los Alamos County,county,2020,vru,20,0,0
Los Alamos County,county,2020,vru,21,0,0
Los Alamos County,county,2020,vru,22,0,0
Los Alamos County,county,2020,vru,23,0,0
Los Alamos County,county,2020,dwi_arrests,0,1,4
Los Alamos County,county,2020,dwi_arrests,1,2,4
Los Alamos County,county,2020,dwi_arrests,2,1,4
Los Alamos County,county,2020,dwi_arrests,3,2,4
Los Alamos County,county,2020,dwi_arrests,4,0,4
Los Alamos County,county,2020,dwi_arrests,5,1,4
Los Alamos County,county,2020,dwi_arrests,6,0,4
Los Alamos County,county,2020,dwi_arrests,7,0,4
Los Alamos County,county,2020,dwi_arrests,8,0,4
Los Alamos County,county,2020,dwi_arrests,9,0,4
Los Alamos County,county,2020,dwi_arrests,10,0,4
Los Alamos County,county,2020,dwi_arrests,11,0,4
Los Alamos County,county,2020,dwi_arrests,12,1,4
Los Alamos County,county,2020,dwi_arrests,13,1,4
Los Alamos County,county,2020,dwi_arrests,14,1,4
Los Alamos County,county,2020,dwi_arrests,15,0,4
Los Alamos County,county,2020,dwi_arrests,16,2,4
Los Alamos County,county,2020,dwi_arrests,17,3,4
Los Alamos County,county,2020,dwi_arrests,18,1,4
Los Alamos County,county,2020,dwi_arrests,19,1,4
Los Alamos County,county,2020,dwi_arrests,20,1,4
Los Alamos County,county,2020,dwi_arrests,21,2,4
Los Alamos County,county,2020,dwi_arrests,22,2,4
Los Alamos County,county,2020,dwi_arrests,23,3,4
Los Alamos County,county,2021,all,0,0,0
Los Alamos County,county,2021,all,1,1,0
Los Alamos County,county,2021,all,2,0,0
Los Alamos County,county,2021,all,3,2,0
Los Alamos County,county,2021,all,4,0,0
Los Alamos County,county,2021,all,5,0,0
Los Alamos County,county,2021,all,6,5,0
Los Alamos County,county,2021,all,7,11,0
Los Alamos County,county,2021,all,8,7,0
Los Alamos County,county,2021,all,9,4,0
Los Alamos County,county,2021,all,10,3,0
Los Alamos County,county,2021,all,11,12,0
Los Alamos County,county,2021,all,12,9,0
Los Alamos County,county,2021,all,13,4,0
Los Alamos County,county,2021,all,14,5,0
Los Alamos County,county,2021,all,15,11,0
Los Alamos County,county,2021,all,16,2,0
Los Alamos County,county,2021,all,17,5,0
Los Alamos County,county,2021,all,18,4,0
Los Alamos County,county,2021,all,19,3,0
Los Alamos County,county,2021,all,20,4,0
Los Alamos County,county,2021,all,21,1,0
Los Alamos County,county,2021,all,22,1,0
Los Alamos County,county,2021,all,23,1,0
Los Alamos County,county,2021,alcohol,0,0,0
Los Alamos County,county,2021,alcohol,1,0,0
Los Alamos County,county,2021,alcohol,2,0,0
Los Alamos County,county,2021,alcohol,3,0,0
Los Alamos County,county,2021,alcohol,4,0,0
Los Alamos County,county,2021,alcohol,5,0,0
Los Alamos County,county,2021,alcohol,6,0,0
Los Alamos County,county,2021,alcohol,7,0,0
Los Alamos County,county,2021,alcohol,8,0,0
Los Alamos County,county,2021,alcohol,9,0,0
Los Alamos County,county,2021,alcohol,10,0,0
Los Alamos County,county,2021,alcohol,11,1,0
Los Alamos County,county,2021,alcohol,12,0,0
Los Alamos County,county,2021,alcohol,13,0,0
Los Alamos County,county,2021,alcohol,14,0,0
Los Alamos County,county,2021,alcohol,15,0,0
Los Alamos County,county,2021,alcohol,16,0,0
Los Alamos County,county,2021,alcohol,17,0,0
Los Alamos County,county,2021,alcohol,18,1,0
Los Alamos County,county,2021,alcohol,19,0,0
Los Alamos County,county,2021,alcohol,20,0,0
Los Alamos County,county,2021,alcohol,21,0,0
Los Alamos County,county,2021,alcohol,22,0,0
Los Alamos County,county,2021,alcohol,23,1,0
Los Alamos County,county,2021,injury_or_fatal,0,0,0
Los Alamos County,county,2021,injury_or_fatal,1,1,0
Los Alamos County,county,2021,injury_or_fatal,2,0,0
Los Alamos County,county,2021,injury_or_fatal,3,2,0
Los Alamos County,county,2021,injury_or_fatal,4,0,0
Los Alamos County,county,2021,injury_or_fatal,5,0,0
Los Alamos County,county,2021,injury_or_fatal,6,2,0
Los Alamos County,county,2021,injury_or_fatal,7,4,0
Los Alamos County,county,2021,injury_or_fatal,8,4,0
Los Alamos County,county,2021,injury_or_fatal,9,0,0
Los Alamos County,county,2021,injury_or_fatal,10,0,0
Los Alamos County,county,2021,injury_or_fatal,11,3,0
Los Alamos County,county,2021,injury_or_fatal,12,2,0
Los Alamos County,county,2021,injury_or_fatal,13,2,0
Los Alamos County,county,2021,injury_or_fatal,14,1,0
Los Alamos County,county,2021,injury_or_fatal,15,4,0
Los Alamos County,county,2021,injury_or_fatal,16,2,0
Los Alamos County,county,2021,injury_or_fatal,17,3,0
Los Alamos County,county,2021,injury_or_fatal,18,2,0
Los Alamos County,county,2021,injury_or_fatal,19,1,0
Los Alamos County,county,2021,injury_or_fatal,20,2,0
Los Alamos County,county,2021,injury_or_fatal,21,0,0
Los Alamos County,county,2021,injury_or_fatal,22,0,0
Los Alamos County,county,2021,injury_or_fatal,23,1,0
Los Alamos County,county,2021,vru,0,0,0
Los Alamos County,county,2021,vru,1,0,0
Los Alamos County,county,2021,vru,2,0,0
Los Alamos County,county,2021,vru,3,0,0
Los Alamos County,county,2021,vru,4,0,0
Los Alamos County,county,2021,vru,5,0,0
Los Alamos County,county,2021,vru,6,0,0
Los Alamos County,county,2021,vru,7,1,0
Los Alamos County,county,2021,vru,8,0,0
Los Alamos County,county,2021,vru,9,0,0
Los Alamos County,county,2021,vru,10,0,0
Los Alamos County,county,2021,vru,11,2,0
Los Alamos County,county,2021,vru,12,0,0
Los Alamos County,county,2021,vru,13,1,0
Los Alamos County,county,2021,vru,14,0,0
Los Alamos County,county,2021,vru,15,0,0
Los Alamos County,county,2021,vru,16,0,0
Los Alamos County,county,2021,vru,17,0,0
Los Alamos County,county,2021,vru,18,1,0
Los Alamos County,county,2021,vru,19,0,0
Los Alamos County,county,2021,vru,20,1,0
Los Alamos County,county,2021,vru,21,0,0
Los Alamos County,county,2021,vru,22,0,0
Los Alamos County,county,2021,vru,23,0,0
Los Alamos County,county,2021,dwi_arrests,0,1,3
Los Alamos County,county,2021,dwi_arrests,1,1,3
Los Alamos County,county,2021,dwi_arrests,2,1,3
Los Alamos County,county,2021,dwi_arrests,3,0,3
Los Alamos County,county,2021,dwi_arrests,4,0,3
Los Alamos County,county,2021,dwi_arrests,5,0,3
Los Alamos County,county,2021,dwi_arrests,6,0,3
Los Alamos County,county,2021,dwi_arrests,7,0,3
Los Alamos County,county,2021,dwi_arrests,8,1,3
Los Alamos County,county,2021,dwi_arrests,9,0,3
Los Alamos County,county,2021,dwi_arrests,10,0,3
Los Alamos County,county,2021,dwi_arrests,11,0,3
Los Alamos County,county,2021,dwi_arrests,12,1,3
Los Alamos County,county,2021,dwi_arrests,13,1,3
Los Alamos County,county,2021,dwi_arrests,14,2,3
Los Alamos County,county,2021,dwi_arrests,15,1,3
Los Alamos County,county,2021,dwi_arrests,16,0,3
Los Alamos County,county,2021,dwi_arrests,17,4,3
Los Alamos County,county,2021,dwi_arrests,18,2,3
Los Alamos County,county,2021,dwi_arrests,19,2,3
Los Alamos County,county,2021,dwi_arrests,20,1,3
Los Alamos County,county,2021,dwi_arrests,21,3,3
Los Alamos County,county,2021,dwi_arrests,22,3,3
Los Alamos County,county,2021,dwi_arrests,23,1,3
Rio Arriba County,county,2016,all,0,16,7
Rio Arriba County,county,2016,all,1,12,7
Rio Arriba County,county,2016,all,2,10,7
Rio Arriba County,county,2016,all,3,4,7
Rio Arriba County,county,2016,all,4,7,7
Rio Arriba County,county,2016,all,5,12,7
Rio Arriba County,county,2016,all,6,24,7
Rio Arriba County,county,2016,all,7,33,7
Rio Arriba County,county,2016,all,8,23,7
Rio Arriba County,county,2016,all,9,36,7
Rio Arriba County,county,2016,all,10,45,7
Rio Arriba County,county,2016,all,11,36,7
Rio Arriba County,county,2016,all,12,53,7
Rio Arriba County,county,2016,all,13,47,7
Rio Arriba County,county,2016,all,14,54,7
Rio Arriba County,county,2016,all,15,58,7
Rio Arriba County,county,2016,all,16,73,7
Rio Arriba County,county,2016,all,17,78,7
Rio Arriba County,county,2016,all,18,53,7
Rio Arriba County,county,2016,all,19,56,7
Rio Arriba County,county,2016,all,20,47,7
Rio Arriba County,county,2016,all,21,39,7
Rio Arriba County,county,2016,all,22,20,7
Rio Arriba County,county,2016,all,23,16,7
Rio Arriba County,county,2016,alcohol,0,2,0
Rio Arriba County,county,2016,alcohol,1,2,0
Rio Arriba County,county,2016,alcohol,2,1,0
Rio Arriba County,county,2016,alcohol,3,1,0
Rio Arriba County,county,2016,alcohol,4,0,0
Rio Arriba County,county,2016,alcohol,5,1,0
Rio Arriba County,county,2016,alcohol,6,0,0
Rio Arriba County,county,2016,alcohol,7,1,0
Rio Arriba County,county,2016,alcohol,8,1,0
Rio Arriba County,county,2016,alcohol,9,0,0
Rio Arriba County,county,2016,alcohol,10,4,0
Rio Arriba County,county,2016,alcohol,11,2,0
Rio Arriba County,county,2016,alcohol,12,1,0
Rio Arriba County,county,2016,alcohol,13,0,0
Rio Arriba County,county,2016,alcohol,14,3,0
Rio Arriba County,county,2016,alcohol,15,1,0
Rio Arriba County,county,2016,alcohol,16,11,0
Rio Arriba County,county,2016,alcohol,17,5,0
Rio Arriba County,county,2016,alcohol,18,3,0
Rio Arriba County,county,2016,alcohol,19,6,0
Rio Arriba County,county,2016,alcohol,20,6,0
Rio Arriba County,county,2016,alcohol,21,5,0
Rio Arriba County,county,2016,alcohol,22,3,0
Rio Arriba County,county,2016,alcohol,23,4,0
Rio Arriba County,county,2016,injury_or_fatal,0,5,2
Rio Arriba County,county,2016,injury_or_fatal,1,3,2
Rio Arriba County,county,2016,injury_or_fatal,2,2,2
Rio Arriba County,county,2016,injury_or_fatal,3,2,2
Rio Arriba County,county,2016,injury_or_fatal,4,0,2
Rio Arriba County,county,2016,injury_or_fatal,5,1,2
Rio Arriba County,county,2016,injury_or_fatal,6,7,2
Rio Arriba County,county,2016,injury_or_fatal,7,6,2
Rio Arriba County,county,2016,injury_or_fatal,8,5,2
Rio Arriba County,county,2016,injury_or_fatal,9,5,2
Rio Arriba County,county,2016,injury_or_fatal,10,18,2
Rio Arriba County,county,2016,injury_or_fatal,11,16,2
Rio Arriba County,county,2016,injury_or_fatal,12,15,2
Rio Arriba County,county,2016,injury_or_fatal,13,15,2
Rio Arriba County,county,2016,injury_or_fatal,14,21,2
Rio Arriba County,county,2016,injury_or_fatal,15,19,2
Rio Arriba County,county,2016,injury_or_fatal,16,27,2
Rio Arriba County,county,2016,injury_or_fatal,17,36,2
Rio Arriba County,county,2016,injury_or_fatal,18,10,2
Rio Arriba County,county,2016,injury_or_fatal,19,17,2
Rio Arriba County,county,2016,injury_or_fatal,20,17,2
Rio Arriba County,county,2016,injury_or_fatal,21,9,2
Rio Arriba County,county,2016,injury_or_fatal,22,4,2
Rio Arriba County,county,2016,injury_or_fatal,23,8,2
Rio Arriba County,county,2016,vru,0,0,0
Rio Arriba County,county,2016,vru,1,0,0
Rio Arriba County,county,2016,vru,2,0,0
Rio Arriba County,county,2016,vru,3,0,0
Rio Arriba County,county,2016,vru,4,0,0
Rio Arriba County,county,2016,vru,5,0,0
Rio Arriba County,county,2016,vru,6,0,0
Rio Arriba County,county,2016,vru,7,0,0
Rio Arriba County,county,2016,vru,8,0,0
Rio Arriba County,county,2016,vru,9,0,0
Rio Arriba County,county,2016,vru,10,0,0
Rio Arriba County,county,2016,vru,11,0,0
Rio Arriba County,county,2016,vru,12,0,0
Rio Arriba County,county,2016,vru,13,0,0
Rio Arriba County,county,2016,vru,14,1,0
Rio Arriba County,county,2016,vru,15,1,0
Rio Arriba County,county,2016,vru,16,0,0
Rio Arriba County,county,2016,vru,17,1,0
Rio Arriba County,county,2016,vru,18,1,0
Rio Arriba County,county,2016,vru,19,2,0
Rio Arriba County,county,2016,vru,20,1,0
Rio Arriba County,county,2016,vru,21,1,0
Rio Arriba County,county,2016,vru,22,1,0
Rio Arriba County,county,2016,vru,23,0,0
Rio Arriba County,county,2016,dwi_arrests,0,19,34
Rio Arriba County,county,2016,dwi_arrests,1,15,34
Rio Arriba County,county,2016,dwi_arrests,2,11,34
Rio Arriba County,county,2016,dwi_arrests,3,6,34
Rio Arriba County,county,2016,dwi_arrests,4,1,34
Rio Arriba County,county,2016,dwi_arrests,5,1,34
Rio Arriba County,county,2016,dwi_arrests,6,1,34
Rio Arriba County,county,2016,dwi_arrests,7,1,34
Rio Arriba County,county,2016,dwi_arrests,8,2,34
Rio Arriba County,county,2016,dwi_arrests,9,0,34
Rio Arriba County,county,2016,dwi_arrests,10,2,34
Rio Arriba County,county,2016,dwi_arrests,11,7,34
Rio Arriba County,county,2016,dwi_arrests,12,3,34
Rio Arriba County,county,2016,dwi_arrests,13,5,34
Rio Arriba County,county,2016,dwi_arrests,14,7,34
Rio Arriba County,county,2016,dwi_arrests,15,5,34
Rio Arriba County,county,2016,dwi_arrests,16,17,34
Rio Arriba County,county,2016,dwi_arrests,17,17,34
Rio Arriba County,county,2016,dwi_arrests,18,14,34
Rio Arriba County,county,2016,dwi_arrests,19,15,34
Rio Arriba County,county,2016,dwi_arrests,20,14,34
Rio Arriba County,county,2016,dwi_arrests,21,21,34
Rio Arriba County,county,2016,dwi_arrests,22,21,34
Rio Arriba County,county,2016,dwi_arrests,23,16,34
Rio Arriba County,county,2019,all,0,12,2
Rio Arriba County,county,2019,all,1,11,2
Rio Arriba County,county,2019,all,2,7,2
Rio Arriba County,county,2019,all,3,8,2
Rio Arriba County,county,2019,all,4,4,2
Rio Arriba County,county,2019,all,5,7,2
Rio Arriba County,county,2019,all,6,29,2
Rio Arriba County,county,2019,all,7,36,2
Rio Arriba County,county,2019,all,8,44,2
Rio Arriba County,county,2019,all,9,37,2
Rio Arriba County,county,2019,all,10,33,2
Rio Arriba County,county,2019,all,11,33,2
Rio Arriba County,county,2019,all,12,55,2
Rio Arriba County,county,2019,all,13,52,2
Rio Arriba County,county,2019,all,14,40,2
Rio Arriba County,county,2019,all,15,45,2
Rio Arriba County,county,2019,all,16,55,2
Rio Arriba County,county,2019,all,17,86,2
Rio Arriba County,county,2019,all,18,52,2
Rio Arriba County,county,2019,all,19,43,2
Rio Arriba County,county,2019,all,20,42,2
Rio Arriba County,county,2019,all,21,26,2
Rio Arriba County,county,2019,all,22,25,2
Rio Arriba County,county,2019,all,23,20,2
Rio Arriba County,county,2019,alcohol,0,3,0
Rio Arriba County,county,2019,alcohol,1,1,0
Rio Arriba County,county,2019,alcohol,2,2,0
Rio Arriba County,county,2019,alcohol,3,0,0
Rio Arriba County,county,2019,alcohol,4,0,0
Rio Arriba County,county,2019,alcohol,5,1,0
Rio Arriba County,county,2019,alcohol,6,0,0
Rio Arriba County,county,2019,alcohol,7,1,0
Rio Arriba County,county,2019,alcohol,8,0,0
Rio Arriba County,county,2019,alcohol,9,3,0
Rio Arriba County,county,2019,alcohol,10,2,0
Rio Arriba County,county,2019,alcohol,11,1,0
Rio Arriba County,county,2019,alcohol,12,4,0
Rio Arriba County,county,2019,alcohol,13,0,0
Rio Arriba County,county,2019,alcohol,14,1,0
Rio Arriba County,county,2019,alcohol,15,1,0
Rio Arriba County,county,2019,alcohol,16,1,0
Rio Arriba County,county,2019,alcohol,17,3,0
Rio Arriba County,county,2019,alcohol,18,3,0
Rio Arriba County,county,2019,alcohol,19,1,0
Rio Arriba County,county,2019,alcohol,20,5,0
Rio Arriba County,county,2019,alcohol,21,2,0
Rio Arriba County,county,2019,alcohol,22,4,0
Rio Arriba County,county,2019,alcohol,23,1,0
Rio Arriba County,county,2019,injury_or_fatal,0,3,0
Rio Arriba County,county,2019,injury_or_fatal,1,5,0
Rio Arriba County,county,2019,injury_or_fatal,2,2,0
Rio Arriba County,county,2019,injury_or_fatal,3,1,0
Rio Arriba County,county,2019,injury_or_fatal,4,0,0
Rio Arriba County,county,2019,injury_or_fatal,5,2,0
Rio Arriba County,county,2019,injury_or_fatal,6,8,0
Rio Arriba County,county,2019,injury_or_fatal,7,5,0
Rio Arriba County,county,2019,injury_or_fatal,8,10,0
Rio Arriba County,county,2019,injury_or_fatal,9,10,0
Rio Arriba County,county,2019,injury_or_fatal,10,16,0
